START,,,,,,,,,,,,,,,,,,
5,19,,,,,,,,,,,,,,,,,
1,2,3,5,7,,,,,,,,,,,,,,
0,0.063,0.1,0.125,0.15,0.175,0.2,0.225,0.25,0.275,0.3,0.325,0.35,0.375,0.4,0.425,0.45,0.475,0.5
0,0,0,0,0,,,,,,,,,,,,,,
0.177,0.23,0.265,0.307,0.326,,,,,,,,,,,,,,
0.28,0.355,0.4,0.433,0.425,,,,,,,,,,,,,,
0.352,0.437,0.479,0.5,0.478,,,,,,,,,,,,,,
0.427,0.52,0.56,0.554,0.494,,,,,,,,,,,,,,
0.504,0.6,0.63,0.58,0.492,,,,,,,,,,,,,,
0.578,0.674,0.695,0.595,0.485,,,,,,,,,,,,,,
0.652,0.74,0.742,0.596,0.477,,,,,,,,,,,,,,
0.731,0.804,0.765,0.596,0.464,,,,,,,,,,,,,,
0.793,0.84,0.786,0.595,0.455,,,,,,,,,,,,,,
0.858,0.85,0.795,0.59,0.44,,,,,,,,,,,,,,
0.918,0.853,0.793,0.58,0.421,,,,,,,,,,,,,,
0.976,0.856,0.786,0.562,0.404,,,,,,,,,,,,,,
1.025,0.859,0.778,0.545,0.387,,,,,,,,,,,,,,
1.075,0.862,0.76,0.525,0.37,,,,,,,,,,,,,,
1.117,0.865,0.743,0.506,0.348,,,,,,,,,,,,,,
1.154,0.868,0.72,0.48,0.33,,,,,,,,,,,,,,
1.184,0.873,0.696,0.454,0.308,,,,,,,,,,,,,,
1.224,0.879,0.669,0.426,0.288,,,,,,,,,,,,,,
END,,,,,,,,,,,,,,,,,,
START,,,,,,,,,,,,,,,,,,
5,19,,,,,,,,,,,,,,,,,
1,2,3,5,7,,,,,,,,,,,,,,
0,0.063,0.1,0.125,0.15,0.175,0.2,0.225,0.25,0.275,0.3,0.325,0.35,0.375,0.4,0.425,0.45,0.475,0.5
0,0,0,0,0,,,,,,,,,,,,,,
0.186,0.248,0.291,0.323,0.382,,,,,,,,,,,,,,
0.33,0.415,0.472,0.518,0.595,,,,,,,,,,,,,,
0.403,0.52,0.589,0.645,0.638,,,,,,,,,,,,,,
0.53,0.62,0.683,0.73,0.66
0.626,0.72,0.79,0.777,0.666
0.723,0.822,0.884,0.8,0.67
0.824,0.93,0.97,0.808,0.661
0.919,1.04,1.008,0.81,0.652
1.005,1.073,1.03,0.804,0.635
1.084,1.094,1.037,0.794,0.615
1.163,1.1,1.035,0.778,0.597
1.235,1.105,1.021,0.759,0.573
1.3,1.107,1.007,0.734,0.55
1.36,1.11,0.982,0.704,0.524
1.42,1.11,0.959,0.674,0.496
1.46,1.11,0.925,0.64,0.465
1.505,1.11,0.89,0.603,0.439
1.546,1.11,0.857,0.568,0.408
END,,,,
START,,,,,,,,,,,,,,,,,,
5,18,,,,,,,,,,,,,,,,,
1,2,3,5,7,,,,,,,,,,,,,,
0,0.063,0.1,0.125,0.15,0.175,0.2,0.225,0.25,0.275,0.3,0.325,0.35,0.375,0.4,0.425,0.45,0.475,0.5
0,0,0,0,0,,,,,,,,,,,,,,
0.204,0.281,0.339,0.426,0.48,,,,,,,,,,,,,,
0.368,0.504,0.584,0.684,0.71,,,,,,,,,,,,,,
0.489,0.657,0.767,0.873,0.801,,,,,,,,,,,,,,
0.63,0.8,0.928,1,0.88,,,,,,,,,,,,,,
0.77,0.945,1.1,1.05,0.9,,,,,,,,,,,,,,
0.92,1.085,1.241,1.08,0.907,,,,,,,,,,,,,,
1.065,1.24,1.31,1.099,0.902,,,,,,,,,,,,,,
1.34,1.46,1.37,1.088,0.875,,,,,,,,,,,,,,
1.448,1.498,1.375,1.075,0.855,,,,,,,,,,,,,,
1.548,1.496,1.364,1.049,0.824,,,,,,,,,,,,,,
1.64,1.488,1.35,1.019,0.8,,,,,,,,,,,,,,
1.728,1.479,1.328,0.984,0.76
1.8,1.47,1.294,0.945,0.72
1.868,1.464,1.26,0.904,0.684
1.93,1.458,1.22,0.855,0.65
1.97,1.452,1.176,0.804,0.606
2.02,1.445,1.121,0.758,0.564
END,,,,
